work,book,from_line,to_line,speaker,addressee,cluster_id,cluster_part,simple_cluster_type,length,embedded_level,spkr_type
Iliad,21,583,589,Agenor,Achilles,329,1,monologue,7,0,mortal
Iliad,22,8,13,Apollo,Achilles,330,1,dialogue,6,0,god
Iliad,22,15,20,Achilles,Apollo,330,2,dialogue,6,0,mortal
Iliad,22,38,76,Priam,Hector,331,1,dialogue,39,0,mortal
Iliad,22,82,89,Hecuba,Hector,331,2,dialogue,8,0,mortal
Iliad,22,99,130,Hector,self,332,1,soliloquy,32,0,mortal
Iliad,22,107,107,someone,self,333,1,soliloquy,1,1,mortal
Iliad,22,168,176,Zeus,gods,334,1,general interlocution,9,0,god
Iliad,22,178,181,Athena,Zeus,334,2,general interlocution,4,0,god
Iliad,22,183,185,Zeus,Athena,334,3,general interlocution,3,0,god
Iliad,22,216,223,Athena,Achilles,335,1,monologue,8,0,god
Iliad,22,229,231,Athena,Hector,336,1,dialogue,3,0,god
Iliad,22,233,237,Hector,Athena,336,2,dialogue,5,0,mortal
Iliad,22,239,246,Athena,Hector,336,3,dialogue,8,0,god
Iliad,22,250,259,Hector,Achilles,337,1,dialogue,10,0,mortal
Iliad,22,261,272,Achilles,Hector,337,2,dialogue,12,0,mortal
Iliad,22,279,288,Hector,Achilles,337,3,dialogue,10,0,mortal
Iliad,22,297,305,Hector,self,338,1,soliloquy,9,0,mortal
Iliad,22,331,336,Achilles,Hector,337,4,dialogue,6,0,mortal
Iliad,22,338,343,Hector,Achilles,337,5,dialogue,6,0,mortal
Iliad,22,345,354,Achilles,Hector,337,6,dialogue,10,0,mortal
Iliad,22,356,360,Hector,Achilles,337,7,dialogue,5,0,mortal
Iliad,22,365,366,Achilles,Hector,337,8,dialogue,2,0,mortal
Iliad,22,373,374,someone,Greeks,339,1,monologue,2,0,mortal
Iliad,22,378,394,Achilles,Greeks,340,1,monologue,17,0,mortal
Iliad,22,416,428,Priam,Trojans,341,1,monologue,13,0,mortal
Iliad,22,431,436,Hecuba,Hector,342,1,soliloquy,6,0,mortal
Iliad,22,450,459,Andromache,servants,343,1,monologue,10,0,mortal
Iliad,22,477,514,Andromache,Hector,344,1,soliloquy,38,0,mortal
Iliad,22,498,498,children,Astyanax,345,1,monologue,1,1,collective
Iliad,23,6,11,Achilles,Myrmidons,346,1,monologue,6,0,mortal
Iliad,23,19,23,Achilles,Patroclus,347,1,soliloquy,5,0,mortal
Iliad,23,43,53,Achilles,Agamemnon,348,1,monologue,11,0,mortal
Iliad,23,69,92,Patroclus,Achilles,349,1,dialogue,24,0,mortal
Iliad,23,94,98,Achilles,Patroclus,349,2,dialogue,5,0,mortal
Iliad,23,103,107,Achilles,self,350,1,soliloquy,5,0,mortal
Iliad,23,144,151,Achilles,Spercheius,351,1,soliloquy,8,0,mortal
Iliad,23,156,160,Achilles,Agamemnon,352,1,monologue,5,0,mortal
Iliad,23,179,183,Achilles,Patroclus,353,1,soliloquy,5,0,mortal
Iliad,23,205,211,Iris,winds,354,1,monologue,7,0,god
Iliad,23,236,248,Achilles,Agamemnon and leaders of the Greeks (Greek soldiers),355,1,monologue,13,0,mortal
Iliad,23,272,286,Achilles,Agamemnon and leaders of the Greeks (Greek soldiers),356,1,monologue,15,0,mortal
Iliad,23,306,348,Nestor,Antilochus,357,1,monologue,43,0,mortal
Iliad,23,403,416,Antilochus,horses,358,1,monologue,14,0,mortal
Iliad,23,426,428,Menelaus,Antilochus,359,1,monologue,3,0,mortal
Iliad,23,439,441,Menelaus,Antilochus,360,1,monologue,3,0,mortal
Iliad,23,443,445,Menelaus,horses,361,1,monologue,3,0,mortal
Iliad,23,457,472,Idomeneus,leaders of the Greeks (Greek soldiers),362,1,general interlocution,16,0,mortal
Iliad,23,474,481,Aias (son of Oileus),Idomeneus,362,2,general interlocution,8,0,mortal
Iliad,23,483,487,Idomeneus,Aias (son of Oileus),362,3,general interlocution,5,0,mortal
Iliad,23,492,498,Achilles,Aias (son of Oileus) and Idomeneus,362,4,general interlocution,7,0,mortal
Iliad,23,536,538,Achilles,Greeks,363,1,general interlocution,3,0,mortal
Iliad,23,543,554,Antilochus,Achilles,363,2,general interlocution,12,0,mortal
Iliad,23,558,562,Achilles,Antilochus,363,3,general interlocution,5,0,mortal
Iliad,23,570,585,Menelaus,Antilochus,363,4,general interlocution,16,0,mortal
Iliad,23,576,578,someone,self,364,1,soliloquy,3,1,mortal
Iliad,23,587,595,Antilochus,Menelaus,363,5,general interlocution,9,0,mortal
Iliad,23,602,611,Menelaus,Antilochus,363,6,general interlocution,10,0,mortal
Iliad,23,618,623,Achilles,Nestor,363,7,general interlocution,6,0,mortal
Iliad,23,626,650,Nestor,Achilles,363,8,general interlocution,25,0,mortal
Iliad,23,658,663,Achilles,Greeks,365,1,general interlocution,6,0,mortal
Iliad,23,667,675,Epeius,Greeks,365,2,general interlocution,9,0,mortal
Iliad,23,707,707,Achilles,Greeks,366,1,monologue,1,0,mortal
Iliad,23,723,724,Aias (son of Telamon),Odysseus,367,1,monologue,2,0,mortal
Iliad,23,735,737,Achilles,Aias (son of Telamon) and Odysseus,368,1,monologue,3,0,mortal
Iliad,23,753,753,Achilles,Greeks,369,1,monologue,1,0,mortal
Iliad,23,770,770,Odysseus,Athena,370,1,soliloquy,1,0,mortal
Iliad,23,782,783,Aias (son of Oileus),Greeks,371,1,general interlocution,2,0,mortal
Iliad,23,787,792,Antilochus,Greeks,371,2,general interlocution,6,0,mortal
Iliad,23,795,796,Achilles,Antilochus,371,3,general interlocution,2,0,mortal
Iliad,23,802,810,Achilles,Greeks,372,1,monologue,9,0,mortal
Iliad,23,831,835,Achilles,Greeks,373,1,monologue,5,0,mortal
Iliad,23,855,858,Achilles,Greeks,374,1,monologue,4,0,mortal
Iliad,23,890,894,Achilles,Agamemnon,375,1,monologue,5,0,mortal
Iliad,24,33,54,Apollo,gods,376,1,general interlocution,22,0,god
Iliad,24,56,63,Hera,Apollo,376,2,general interlocution,8,0,god
Iliad,24,65,76,Zeus,Hera,376,3,general interlocution,12,0,god
Iliad,24,88,88,Iris,Thetis,377,1,dialogue,1,0,god
Iliad,24,90,92,Thetis,Iris,377,2,dialogue,3,0,god
Iliad,24,104,119,Zeus,Thetis,378,1,monologue,16,0,god
Iliad,24,128,137,Thetis,Achilles,379,1,dialogue,10,0,god
Iliad,24,139,140,Achilles,Thetis,379,2,dialogue,2,0,mortal
Iliad,24,144,158,Zeus,Iris,380,1,monologue,15,0,god
Iliad,24,171,187,Iris,Priam,381,1,monologue,17,0,god
Iliad,24,194,199,Priam,Hecuba,382,1,dialogue,6,0,mortal
Iliad,24,201,216,Hecuba,Priam,382,2,dialogue,16,0,mortal
Iliad,24,218,227,Priam,Hecuba,382,3,dialogue,10,0,mortal
Iliad,24,239,246,Priam,Trojans,383,1,monologue,8,0,mortal
Iliad,24,253,264,Priam,Helenus and Paris and Agathon and Pammon and Antiphonus and Polites and Deiphobus and Hippothous and Dius,384,1,monologue,12,0,mortal
Iliad,24,287,298,Hecuba,Priam,385,1,dialogue,12,0,mortal
Iliad,24,300,301,Priam,Hecuba,385,2,dialogue,2,0,mortal
Iliad,24,308,313,Priam,Zeus,386,1,soliloquy,6,0,mortal
Iliad,24,334,338,Zeus,Hermes,387,1,monologue,5,0,god
Iliad,24,354,357,Idaeus,Priam,388,1,monologue,4,0,mortal
Iliad,24,362,371,Hermes,Priam,389,1,dialogue,10,0,god
Iliad,24,373,377,Priam,Hermes,389,2,dialogue,5,0,mortal
Iliad,24,379,385,Hermes,Priam,389,3,dialogue,7,0,god
Iliad,24,387,388,Priam,Hermes,389,4,dialogue,2,0,mortal
Iliad,24,390,404,Hermes,Priam,389,5,dialogue,15,0,god
Iliad,24,406,409,Priam,Hermes,389,6,dialogue,4,0,mortal
Iliad,24,411,423,Hermes,Priam,389,7,dialogue,13,0,god
Iliad,24,425,431,Priam,Hermes,389,8,dialogue,7,0,mortal
Iliad,24,433,439,Hermes,Priam,389,9,dialogue,7,0,god
Iliad,24,460,467,Hermes,Priam,390,1,monologue,8,0,god
Iliad,24,486,506,Priam,Achilles,391,1,dialogue,21,0,mortal
Iliad,24,518,551,Achilles,Priam,391,2,dialogue,34,0,mortal
Iliad,24,553,558,Priam,Achilles,391,3,dialogue,6,0,mortal
Iliad,24,560,570,Achilles,Priam,391,4,dialogue,11,0,mortal
Iliad,24,592,595,Achilles,Patroclus,392,1,soliloquy,4,0,mortal
Iliad,24,599,620,Achilles,Priam,391,5,dialogue,22,0,mortal
Iliad,24,635,642,Priam,Achilles,391,6,dialogue,8,0,mortal
Iliad,24,650,658,Achilles,Priam,391,7,dialogue,9,0,mortal
Iliad,24,660,667,Priam,Achilles,391,8,dialogue,8,0,mortal
Iliad,24,669,670,Achilles,Priam,391,9,dialogue,2,0,mortal
Iliad,24,683,688,Hermes,Priam,393,1,monologue,6,0,god
Iliad,24,704,706,Cassandra,Trojans,394,1,monologue,3,0,mortal
Iliad,24,716,717,Priam,Trojans,395,1,monologue,2,0,mortal
Iliad,24,725,745,Andromache,Hector,396,1,soliloquy,21,0,mortal
Iliad,24,748,759,Hecuba,Hector,397,1,soliloquy,12,0,mortal
Iliad,24,762,775,Helena,Hector,398,1,soliloquy,14,0,mortal
Iliad,24,778,781,Priam,Trojans,399,1,monologue,4,0,mortal
